GEOID10,Date,n,severity,median
29095016000,2010-06-29,0,NA,34.79000000000002
29095016500,2010-06-29,0,NA,34.01000000000005
29095016100,2010-06-29,0,NA,36.33000000000004
29095016200,2010-06-29,0,NA,35.29000000000002
29095017100,2010-06-29,0,NA,31.53000000000003
29095001900,2010-06-29,0,NA,33.39000000000004
29095002200,2010-06-29,0,NA,33.99000000000001
29095002300,2010-06-29,0,NA,34.03000000000003
29095003400,2010-06-29,0,NA,33.93000000000001
29095005700,2010-06-29,0,NA,32.23000000000002
29095005801,2010-06-29,0,NA,31.870000000000005
29095016400,2010-06-29,0,NA,33.93000000000001
29095016600,2010-06-29,0,NA,35.29000000000002
29095016700,2010-06-29,0,NA,33.99000000000001
29095017800,2010-06-29,0,NA,34.31
29095016800,2010-06-29,0,NA,32.75000000000006
29095016900,2010-06-29,0,NA,32.99000000000001
29095000300,2010-06-30,0,NA,38.410000000000025
29095001000,2010-06-30,0,NA,37.870000000000005
29095001100,2010-06-30,0,NA,37.35000000000002
29095001800,2010-06-30,0,NA,40.870000000000005
29095003700,2010-06-30,0,NA,40.450000000000045
29095003800,2010-06-30,0,NA,38.97000000000003
29095004300,2010-06-30,0,NA,40.39000000000004
29095004400,2010-06-30,0,NA,40.33000000000004
29095004600,2010-06-30,0,NA,37.85000000000002
29095005100,2010-06-30,0,NA,41.370000000000005
29095005200,2010-06-30,0,NA,40.29000000000002
29095005300,2010-06-30,0,NA,39.710000000000036
29095005400,2010-06-30,0,NA,40.47000000000003
29095005500,2010-06-30,0,NA,39.07000000000005
29095005601,2010-06-30,0,NA,38.99000000000001
29095005602,2010-06-30,0,NA,39.27000000000004
29095006000,2010-06-30,0,NA,37.97000000000003
29095006100,2010-06-30,0,NA,38.610000000000014
29095006300,2010-06-30,0,NA,39.13000000000005
29095006500,2010-06-30,0,NA,39.53000000000003
29095006600,2010-06-30,0,NA,41.43000000000001
29095006700,2010-06-30,0,NA,41.43000000000001
29095006900,2010-06-30,0,NA,39.710000000000036
29095007100,2010-06-30,0,NA,38.09000000000003
29095007300,2010-06-30,0,NA,38.25000000000006
29095015300,2010-06-30,0,NA,39.81
29095015200,2010-06-30,0,NA,39.110000000000014
29095015400,2010-06-30,0,NA,42.05000000000001
29095015900,2010-06-30,0,NA,41.97000000000003
29095015700,2010-06-30,0,NA,39.190000000000055
29095000600,2010-06-30,0,NA,38.450000000000045
29095000700,2010-06-30,0,NA,38.31
29095000800,2010-06-30,0,NA,37.47000000000003
29095000900,2010-06-30,0,NA,37.370000000000005
29095015800,2010-06-30,0,NA,40.610000000000014
29095016000,2010-06-30,0,NA,40.710000000000036
29095016500,2010-06-30,0,NA,39.190000000000055
29095016100,2010-06-30,0,NA,42.05000000000001
29095016200,2010-06-30,0,NA,40.53000000000003
29095017100,2010-06-30,0,NA,37.150000000000034
29095001900,2010-06-30,0,NA,39.31
29095002200,2010-06-30,0,NA,39.670000000000016
29095002300,2010-06-30,0,NA,39.98000000000005
29095003400,2010-06-30,0,NA,38.25000000000006
29095005700,2010-06-30,0,NA,38.99000000000001
29095005801,2010-06-30,0,NA,38.210000000000036
29095016400,2010-06-30,0,NA,38.25000000000006
29095016600,2010-06-30,0,NA,40.53000000000003
29095016700,2010-06-30,0,NA,39.43000000000001
29095017800,2010-06-30,0,NA,39.610000000000014
29095016800,2010-06-30,0,NA,39.43000000000001
29095016900,2010-06-30,0,NA,38.950000000000045
29095000300,2010-07-01,0,NA,33.51000000000005
29095001000,2010-07-01,0,NA,33.07000000000005
29095001100,2010-07-01,0,NA,32.33000000000004
29095001800,2010-07-01,0,NA,32.690000000000055
29095003700,2010-07-01,0,NA,36.03000000000003
29095003800,2010-07-01,0,NA,36.610000000000014
29095004300,2010-07-01,0,NA,40.190000000000055
29095004400,2010-07-01,0,NA,40.01000000000005
29095004600,2010-07-01,0,NA,36.57000000000005
29095005100,2010-07-01,0,NA,36.99000000000001
29095005200,2010-07-01,0,NA,39.29000000000002
29095005300,2010-07-01,0,NA,36.73000000000002
29095005400,2010-07-01,0,NA,39.43000000000001
29095005500,2010-07-01,0,NA,35.710000000000036
29095005601,2010-07-01,0,NA,38.73000000000002
29095005602,2010-07-01,0,NA,35.25000000000006
29095006000,2010-07-01,0,NA,35.93000000000001
29095006100,2010-07-01,0,NA,36.33000000000004
29095006300,2010-07-01,0,NA,37.170000000000016
29095006500,2010-07-01,0,NA,37.170000000000016
29095006600,2010-07-01,0,NA,37.610000000000014
29095006700,2010-07-01,0,NA,37.610000000000014
29095006900,2010-07-01,0,NA,38.31
29095007100,2010-07-01,0,NA,38.39000000000004
29095007300,2010-07-01,0,NA,40.410000000000025
29095015300,2010-07-01,0,NA,39.35000000000002
29095015200,2010-07-01,0,NA,32.910000000000025
29095015400,2010-07-01,0,NA,32.31
29095015900,2010-07-01,0,NA,31.250000000000057
29095015700,2010-07-01,0,NA,31.05000000000001
29095000600,2010-07-01,0,NA,32.73000000000002
29095000700,2010-07-01,0,NA,32.450000000000045
29095000800,2010-07-01,0,NA,33.150000000000034
29095000900,2010-07-01,0,NA,33.190000000000055
29095015800,2010-07-01,0,NA,35.39000000000004
29095016000,2010-07-01,0,NA,32.39000000000004
29095016500,2010-07-01,0,NA,36.650000000000034
29095016100,2010-07-01,0,NA,33.210000000000036
29095016200,2010-07-01,0,NA,37.650000000000034
29095017100,2010-07-01,0,NA,36.05000000000001
29095001900,2010-07-01,0,NA,31.77000000000004
29095002200,2010-07-01,0,NA,32.43000000000001
29095002300,2010-07-01,0,NA,32.43000000000001
29095003400,2010-07-01,0,NA,37.25000000000006
29095005700,2010-07-01,0,NA,36.99000000000001
29095005801,2010-07-01,0,NA,37.59000000000003
29095016400,2010-07-01,0,NA,37.25000000000006
29095016600,2010-07-01,0,NA,37.650000000000034
29095016700,2010-07-01,0,NA,37.690000000000055
29095017800,2010-07-01,0,NA,38.63000000000005
29095016800,2010-07-01,0,NA,37.610000000000014
29095016900,2010-07-01,0,NA,36.77000000000004
29095000300,2010-07-02,0,NA,35.77000000000004
29095001000,2010-07-02,0,NA,35.77000000000004
29095001100,2010-07-02,0,NA,36.73000000000002
29095001800,2010-07-02,0,NA,36.81
29095003700,2010-07-02,0,NA,37.610000000000014
29095003800,2010-07-02,0,NA,36.29000000000002
29095004300,2010-07-02,0,NA,36.73000000000002
29095004400,2010-07-02,0,NA,36.79000000000002
29095004600,2010-07-02,0,NA,34.53000000000003
29095005100,2010-07-02,0,NA,37.13000000000005
29095005200,2010-07-02,0,NA,36.51000000000005
29095005300,2010-07-02,0,NA,37.13000000000005
29095005400,2010-07-02,0,NA,36.83000000000004
29095005500,2010-07-02,0,NA,35.910000000000025
29095005601,2010-07-02,0,NA,36.27000000000004
29095005602,2010-07-02,0,NA,35.910000000000025
29095006000,2010-07-02,0,NA,35.610000000000014
29095006100,2010-07-02,0,NA,35.83000000000004
29095006300,2010-07-02,0,NA,36.01000000000005
29095006500,2010-07-02,0,NA,36.75000000000006
29095006600,2010-07-02,0,NA,37.47000000000003
29095006700,2010-07-02,0,NA,37.47000000000003
29095006900,2010-07-02,0,NA,36.210000000000036
29095007100,2010-07-02,0,NA,35.190000000000055
29095007300,2010-07-02,0,NA,34.43000000000001
29095015300,2010-07-02,0,NA,36.690000000000055
29095015200,2010-07-02,0,NA,36.690000000000055
29095015400,2010-07-02,0,NA,37.950000000000045
29095015900,2010-07-02,0,NA,38.33000000000004
29095015700,2010-07-02,0,NA,37.450000000000045
29095000600,2010-07-02,0,NA,35.710000000000036
29095000700,2010-07-02,0,NA,35.690000000000055
29095000800,2010-07-02,0,NA,35.43000000000001
29095000900,2010-07-02,0,NA,35.53000000000003
29095015800,2010-07-02,0,NA,37.23000000000002
29095016000,2010-07-02,0,NA,37.610000000000014
29095016500,2010-07-02,0,NA,35.57000000000005
29095016100,2010-07-02,0,NA,38.63000000000005
29095016200,2010-07-02,0,NA,36.73000000000002
29095017100,2010-07-02,0,NA,34.450000000000045
29095001900,2010-07-02,0,NA,35.870000000000005
29095002200,2010-07-02,0,NA,36.09000000000003
29095002300,2010-07-02,0,NA,37.410000000000025
29095003400,2010-07-02,0,NA,35.27000000000004
29095005700,2010-07-02,0,NA,35.53000000000003
29095005801,2010-07-02,0,NA,34.53000000000003
29095016400,2010-07-02,0,NA,35.27000000000004
29095016600,2010-07-02,0,NA,36.28000000000003
29095016700,2010-07-02,0,NA,36.170000000000016
29095017800,2010-07-02,0,NA,36.170000000000016
29095016800,2010-07-02,0,NA,36.210000000000036
29095016900,2010-07-02,0,NA,36.01000000000005
29095000300,2010-07-03,0,NA,NA
29095001000,2010-07-03,0,NA,NA
29095001100,2010-07-03,0,NA,NA
29095001800,2010-07-03,0,NA,NA
29095003700,2010-07-03,0,NA,NA
29095003800,2010-07-03,0,NA,NA
29095004300,2010-07-03,0,NA,NA
29095004400,2010-07-03,0,NA,NA
29095004600,2010-07-03,0,NA,NA
29095005100,2010-07-03,0,NA,NA
29095005200,2010-07-03,0,NA,NA
29095005300,2010-07-03,0,NA,NA
29095005400,2010-07-03,0,NA,NA
29095005500,2010-07-03,0,NA,NA
29095005601,2010-07-03,0,NA,NA
29095005602,2010-07-03,0,NA,NA
29095006000,2010-07-03,0,NA,NA
29095006100,2010-07-03,0,NA,NA
29095006300,2010-07-03,0,NA,NA
29095006500,2010-07-03,0,NA,NA
29095006600,2010-07-03,0,NA,NA
29095006700,2010-07-03,0,NA,NA
29095006900,2010-07-03,0,NA,NA
29095007100,2010-07-03,0,NA,NA
29095007300,2010-07-03,0,NA,NA
29095015300,2010-07-03,0,NA,NA
29095015200,2010-07-03,0,NA,NA
29095015400,2010-07-03,0,NA,NA
29095015900,2010-07-03,0,NA,NA
29095015700,2010-07-03,0,NA,NA
29095000600,2010-07-03,0,NA,NA
29095000700,2010-07-03,0,NA,NA
29095000800,2010-07-03,0,NA,NA
29095000900,2010-07-03,0,NA,NA
29095015800,2010-07-03,0,NA,NA
29095016000,2010-07-03,0,NA,NA
29095016500,2010-07-03,0,NA,NA
29095016100,2010-07-03,0,NA,NA
29095016200,2010-07-03,0,NA,NA
29095017100,2010-07-03,0,NA,NA
29095001900,2010-07-03,0,NA,NA
29095002200,2010-07-03,0,NA,NA
29095002300,2010-07-03,0,NA,NA
29095003400,2010-07-03,0,NA,NA
29095005700,2010-07-03,0,NA,NA
29095005801,2010-07-03,0,NA,NA
29095016400,2010-07-03,0,NA,NA
29095016600,2010-07-03,0,NA,NA
29095016700,2010-07-03,0,NA,NA
29095017800,2010-07-03,0,NA,NA
29095016800,2010-07-03,0,NA,NA
29095016900,2010-07-03,0,NA,NA
29095000300,2010-07-04,0,NA,NA
29095001000,2010-07-04,0,NA,NA
29095001100,2010-07-04,0,NA,NA
29095001800,2010-07-04,0,NA,NA
29095003700,2010-07-04,0,NA,NA
29095003800,2010-07-04,0,NA,NA
29095004300,2010-07-04,0,NA,NA
29095004400,2010-07-04,0,NA,NA
29095004600,2010-07-04,0,NA,NA
29095005100,2010-07-04,0,NA,NA
29095005200,2010-07-04,0,NA,NA
29095005300,2010-07-04,0,NA,NA
29095005400,2010-07-04,0,NA,NA
29095005500,2010-07-04,0,NA,NA
29095005601,2010-07-04,0,NA,NA
29095005602,2010-07-04,0,NA,NA
29095006000,2010-07-04,0,NA,NA
29095006100,2010-07-04,0,NA,NA
29095006300,2010-07-04,0,NA,NA
29095006500,2010-07-04,0,NA,NA
29095006600,2010-07-04,0,NA,NA
29095006700,2010-07-04,0,NA,NA
29095006900,2010-07-04,0,NA,NA
29095007100,2010-07-04,0,NA,NA
29095007300,2010-07-04,0,NA,NA
29095015300,2010-07-04,0,NA,NA
29095015200,2010-07-04,0,NA,NA
29095015400,2010-07-04,0,NA,NA
29095015900,2010-07-04,0,NA,NA
29095015700,2010-07-04,0,NA,NA
29095000600,2010-07-04,0,NA,NA
29095000700,2010-07-04,0,NA,NA
29095000800,2010-07-04,0,NA,NA
29095000900,2010-07-04,0,NA,NA
29095015800,2010-07-04,0,NA,NA
29095016000,2010-07-04,0,NA,NA
29095016500,2010-07-04,0,NA,NA
29095016100,2010-07-04,0,NA,NA
29095016200,2010-07-04,0,NA,NA
29095017100,2010-07-04,0,NA,NA
29095001900,2010-07-04,0,NA,NA
29095002200,2010-07-04,0,NA,NA
29095002300,2010-07-04,0,NA,NA
29095003400,2010-07-04,0,NA,NA
29095005700,2010-07-04,0,NA,NA
29095005801,2010-07-04,0,NA,NA
29095016400,2010-07-04,0,NA,NA
29095016600,2010-07-04,0,NA,NA
29095016700,2010-07-04,0,NA,NA
29095017800,2010-07-04,0,NA,NA
29095016800,2010-07-04,0,NA,NA
29095016900,2010-07-04,0,NA,NA
29095000300,2010-07-05,0,NA,NA
29095001000,2010-07-05,0,NA,NA
29095001100,2010-07-05,0,NA,NA
29095001800,2010-07-05,0,NA,NA
29095003700,2010-07-05,0,NA,NA
29095003800,2010-07-05,0,NA,NA
29095004300,2010-07-05,0,NA,NA
29095004400,2010-07-05,0,NA,NA
29095004600,2010-07-05,0,NA,NA
29095005100,2010-07-05,0,NA,NA
29095005200,2010-07-05,0,NA,NA
29095005300,2010-07-05,0,NA,NA
29095005400,2010-07-05,0,NA,NA
29095005500,2010-07-05,0,NA,NA
29095005601,2010-07-05,0,NA,NA
29095005602,2010-07-05,0,NA,NA
29095006000,2010-07-05,0,NA,NA
29095006100,2010-07-05,0,NA,NA
29095006300,2010-07-05,0,NA,NA
29095006500,2010-07-05,0,NA,NA
29095006600,2010-07-05,0,NA,NA
29095006700,2010-07-05,0,NA,NA
29095006900,2010-07-05,0,NA,NA
29095007100,2010-07-05,0,NA,NA
29095007300,2010-07-05,0,NA,NA
29095015300,2010-07-05,0,NA,NA
29095015200,2010-07-05,0,NA,NA
29095015400,2010-07-05,0,NA,NA
29095015900,2010-07-05,0,NA,NA
29095015700,2010-07-05,0,NA,NA
29095000600,2010-07-05,0,NA,NA
29095000700,2010-07-05,0,NA,NA
29095000800,2010-07-05,0,NA,NA
29095000900,2010-07-05,0,NA,NA
29095015800,2010-07-05,0,NA,NA
29095016000,2010-07-05,0,NA,NA
29095016500,2010-07-05,0,NA,NA
29095016100,2010-07-05,0,NA,NA
29095016200,2010-07-05,0,NA,NA
29095017100,2010-07-05,0,NA,NA
29095001900,2010-07-05,0,NA,NA
29095002200,2010-07-05,0,NA,NA
29095002300,2010-07-05,0,NA,NA
29095003400,2010-07-05,0,NA,NA
29095005700,2010-07-05,0,NA,NA
29095005801,2010-07-05,0,NA,NA
29095016400,2010-07-05,0,NA,NA
29095016600,2010-07-05,0,NA,NA
29095016700,2010-07-05,0,NA,NA
29095017800,2010-07-05,0,NA,NA
29095016800,2010-07-05,0,NA,NA
29095016900,2010-07-05,0,NA,NA
29095000300,2010-07-06,0,NA,NA
29095001000,2010-07-06,0,NA,NA
29095001100,2010-07-06,0,NA,NA
29095001800,2010-07-06,0,NA,NA
29095003700,2010-07-06,0,NA,NA
29095003800,2010-07-06,0,NA,NA
29095004300,2010-07-06,0,NA,NA
29095004400,2010-07-06,0,NA,NA
29095004600,2010-07-06,1,3,NA
29095005100,2010-07-06,0,NA,NA
29095005200,2010-07-06,0,NA,NA
29095005300,2010-07-06,0,NA,NA
29095005400,2010-07-06,0,NA,NA
29095005500,2010-07-06,0,NA,NA
29095005601,2010-07-06,0,NA,NA
29095005602,2010-07-06,0,NA,NA
29095006000,2010-07-06,0,NA,NA
29095006100,2010-07-06,0,NA,NA
29095006300,2010-07-06,0,NA,NA
29095006500,2010-07-06,0,NA,NA
29095006600,2010-07-06,0,NA,NA
29095006700,2010-07-06,0,NA,NA
29095006900,2010-07-06,0,NA,NA
29095007100,2010-07-06,0,NA,NA
29095007300,2010-07-06,0,NA,NA
29095015300,2010-07-06,0,NA,NA
29095015200,2010-07-06,0,NA,NA
29095015400,2010-07-06,0,NA,NA
29095015900,2010-07-06,0,NA,NA
29095015700,2010-07-06,0,NA,NA
29095000600,2010-07-06,0,NA,NA
29095000700,2010-07-06,0,NA,NA
29095000800,2010-07-06,0,NA,NA
29095000900,2010-07-06,0,NA,NA
29095015800,2010-07-06,0,NA,NA
29095016000,2010-07-06,0,NA,NA
29095016500,2010-07-06,0,NA,NA
29095016100,2010-07-06,0,NA,NA
29095016200,2010-07-06,0,NA,NA
29095017100,2010-07-06,0,NA,NA
29095001900,2010-07-06,0,NA,NA
29095002200,2010-07-06,0,NA,NA
29095002300,2010-07-06,0,NA,NA
29095003400,2010-07-06,0,NA,NA
29095005700,2010-07-06,0,NA,NA
29095005801,2010-07-06,0,NA,NA
29095016400,2010-07-06,0,NA,NA
29095016600,2010-07-06,0,NA,NA
29095016700,2010-07-06,0,NA,NA
29095017800,2010-07-06,0,NA,NA
29095016800,2010-07-06,0,NA,NA
29095016900,2010-07-06,0,NA,NA
29095000300,2010-07-07,0,NA,NA
29095001000,2010-07-07,0,NA,NA
29095001100,2010-07-07,0,NA,NA
29095001800,2010-07-07,0,NA,NA
29095003700,2010-07-07,0,NA,NA
29095003800,2010-07-07,0,NA,NA
29095004300,2010-07-07,0,NA,NA
29095004400,2010-07-07,0,NA,NA
29095004600,2010-07-07,0,NA,NA
29095005100,2010-07-07,0,NA,NA
29095005200,2010-07-07,0,NA,NA
29095005300,2010-07-07,0,NA,NA
29095005400,2010-07-07,0,NA,NA
29095005500,2010-07-07,0,NA,NA
29095005601,2010-07-07,0,NA,NA
29095005602,2010-07-07,0,NA,NA
29095006000,2010-07-07,0,NA,NA
29095006100,2010-07-07,0,NA,NA
29095006300,2010-07-07,0,NA,NA
29095006500,2010-07-07,0,NA,NA
29095006600,2010-07-07,0,NA,NA
29095006700,2010-07-07,0,NA,NA
29095006900,2010-07-07,0,NA,NA
29095007100,2010-07-07,0,NA,NA
29095007300,2010-07-07,0,NA,NA
29095015300,2010-07-07,0,NA,NA
29095015200,2010-07-07,0,NA,NA
29095015400,2010-07-07,0,NA,NA
29095015900,2010-07-07,0,NA,NA
29095015700,2010-07-07,0,NA,NA
29095000600,2010-07-07,0,NA,NA
29095000700,2010-07-07,0,NA,NA
29095000800,2010-07-07,0,NA,NA
29095000900,2010-07-07,0,NA,NA
29095015800,2010-07-07,0,NA,NA
29095016000,2010-07-07,0,NA,NA
29095016500,2010-07-07,0,NA,NA
29095016100,2010-07-07,0,NA,NA
29095016200,2010-07-07,0,NA,NA
29095017100,2010-07-07,0,NA,NA
29095001900,2010-07-07,0,NA,NA
29095002200,2010-07-07,0,NA,NA
29095002300,2010-07-07,0,NA,NA
29095003400,2010-07-07,0,NA,NA
29095005700,2010-07-07,0,NA,NA
29095005801,2010-07-07,0,NA,NA
29095016400,2010-07-07,0,NA,NA
29095016600,2010-07-07,0,NA,NA
29095016700,2010-07-07,0,NA,NA
29095017800,2010-07-07,0,NA,NA
29095016800,2010-07-07,0,NA,NA
29095016900,2010-07-07,0,NA,NA
29095000300,2010-07-08,0,NA,NA
29095001000,2010-07-08,0,NA,NA
29095001100,2010-07-08,0,NA,NA
29095001800,2010-07-08,0,NA,NA
29095003700,2010-07-08,0,NA,NA
29095003800,2010-07-08,0,NA,NA
29095004300,2010-07-08,0,NA,NA
29095004400,2010-07-08,0,NA,NA
29095004600,2010-07-08,0,NA,NA
29095005100,2010-07-08,0,NA,NA
29095005200,2010-07-08,0,NA,NA
29095005300,2010-07-08,0,NA,NA
29095005400,2010-07-08,0,NA,NA
29095005500,2010-07-08,0,NA,NA
29095005601,2010-07-08,0,NA,NA
29095005602,2010-07-08,0,NA,NA
29095006000,2010-07-08,0,NA,NA
29095006100,2010-07-08,0,NA,NA
29095006300,2010-07-08,0,NA,NA
29095006500,2010-07-08,0,NA,NA
29095006600,2010-07-08,0,NA,NA
29095006700,2010-07-08,0,NA,NA
29095006900,2010-07-08,0,NA,NA
29095007100,2010-07-08,0,NA,NA
29095007300,2010-07-08,0,NA,NA
29095015300,2010-07-08,0,NA,NA
29095015200,2010-07-08,0,NA,NA
29095015400,2010-07-08,0,NA,NA
29095015900,2010-07-08,0,NA,NA
29095015700,2010-07-08,0,NA,NA
29095000600,2010-07-08,0,NA,NA
29095000700,2010-07-08,0,NA,NA
29095000800,2010-07-08,0,NA,NA
29095000900,2010-07-08,0,NA,NA
29095015800,2010-07-08,0,NA,NA
29095016000,2010-07-08,0,NA,NA
29095016500,2010-07-08,0,NA,NA
29095016100,2010-07-08,0,NA,NA
29095016200,2010-07-08,0,NA,NA
29095017100,2010-07-08,0,NA,NA
29095001900,2010-07-08,0,NA,NA
29095002200,2010-07-08,0,NA,NA
29095002300,2010-07-08,0,NA,NA
29095003400,2010-07-08,0,NA,NA
29095005700,2010-07-08,0,NA,NA
29095005801,2010-07-08,0,NA,NA
29095016400,2010-07-08,0,NA,NA
29095016600,2010-07-08,0,NA,NA
29095016700,2010-07-08,0,NA,NA
29095017800,2010-07-08,0,NA,NA
29095016800,2010-07-08,0,NA,NA
29095016900,2010-07-08,0,NA,NA
29095000300,2010-07-09,0,NA,33.39000000000004
29095001000,2010-07-09,0,NA,34.09000000000003
29095001100,2010-07-09,0,NA,NA
29095001800,2010-07-09,0,NA,35.410000000000025
29095003700,2010-07-09,0,NA,34.170000000000016
29095003800,2010-07-09,0,NA,32.09000000000003
29095004300,2010-07-09,0,NA,31.450000000000045
29095004400,2010-07-09,0,NA,NA
29095004600,2010-07-09,0,NA,25.810000000000002
29095005100,2010-07-09,0,NA,NA
29095005200,2010-07-09,0,NA,NA
29095005300,2010-07-09,0,NA,NA
29095005400,2010-07-09,0,NA,31.950000000000045
29095005500,2010-07-09,0,NA,NA
29095005601,2010-07-09,0,NA,31.950000000000045
29095005602,2010-07-09,0,NA,NA
29095006000,2010-07-09,0,NA,32.93000000000001
29095006100,2010-07-09,0,NA,32.93000000000001
29095006300,2010-07-09,0,NA,32.07000000000005
29095006500,2010-07-09,0,NA,31.890000000000043
29095006600,2010-07-09,0,NA,31.890000000000043
29095006700,2010-07-09,0,NA,31.890000000000043
29095006900,2010-07-09,0,NA,31.750000000000057
29095007100,2010-07-09,0,NA,30.910000000000025
29095007300,2010-07-09,0,NA,30.910000000000025
29095015300,2010-07-09,0,NA,26.33000000000004
29095015200,2010-07-09,0,NA,33.35000000000002
29095015400,2010-07-09,0,NA,35.650000000000034
29095015900,2010-07-09,0,NA,35.79000000000002
29095015700,2010-07-09,0,NA,NA
29095000600,2010-07-09,0,NA,33.93000000000001
29095000700,2010-07-09,0,NA,33.75000000000006
29095000800,2010-07-09,0,NA,33.75000000000006
29095000900,2010-07-09,0,NA,33.97000000000003
29095015800,2010-07-09,0,NA,34.170000000000016
29095016000,2010-07-09,0,NA,35.150000000000034
29095016500,2010-07-09,0,NA,32.63000000000005
29095016100,2010-07-09,0,NA,35.77000000000004
29095016200,2010-07-09,0,NA,31.450000000000045
29095017100,2010-07-09,0,NA,30.250000000000057
29095001900,2010-07-09,0,NA,33.79000000000002
29095002200,2010-07-09,0,NA,33.99000000000001
29095002300,2010-07-09,0,NA,35.150000000000034
29095003400,2010-07-09,0,NA,33.43000000000001
29095005700,2010-07-09,0,NA,32.190000000000055
29095005801,2010-07-09,0,NA,32.190000000000055
29095016400,2010-07-09,0,NA,32.75000000000006
29095016600,2010-07-09,0,NA,31.950000000000045
29095016700,2010-07-09,0,NA,25.730000000000018
29095017800,2010-07-09,0,NA,25.730000000000018
29095016800,2010-07-09,0,NA,31.890000000000043
29095016900,2010-07-09,0,NA,32.93000000000001
29095000300,2010-07-10,0,NA,29.390000000000043
29095001000,2010-07-10,0,NA,29.470000000000027
29095001100,2010-07-10,0,NA,30.27000000000004
29095001800,2010-07-10,0,NA,30.03000000000003
29095003700,2010-07-10,0,NA,34.81
29095003800,2010-07-10,0,NA,34.73000000000002
29095004300,2010-07-10,0,NA,35.650000000000034
29095004400,2010-07-10,0,NA,34.77000000000004
29095004600,2010-07-10,0,NA,31.090000000000032
29095005100,2010-07-10,0,NA,34.51000000000005
29095005200,2010-07-10,0,NA,31.33000000000004
29095005300,2010-07-10,0,NA,33.190000000000055
29095005400,2010-07-10,0,NA,36.09000000000003
29095005500,2010-07-10,0,NA,31.29000000000002
29095005601,2010-07-10,0,NA,34.89000000000004
29095005602,2010-07-10,0,NA,28.850000000000023
29095006000,2010-07-10,0,NA,32.79000000000002
29095006100,2010-07-10,0,NA,33.110000000000014
29095006300,2010-07-10,0,NA,33.150000000000034
29095006500,2010-07-10,0,NA,34.49000000000001
29095006600,2010-07-10,0,NA,36.77000000000004
29095006700,2010-07-10,0,NA,36.77000000000004
29095006900,2010-07-10,0,NA,35.710000000000036
29095007100,2010-07-10,0,NA,34.49000000000001
29095007300,2010-07-10,0,NA,33.81
29095015300,2010-07-10,0,NA,36.650000000000034
29095015200,2010-07-10,0,NA,32.55000000000001
29095015400,2010-07-10,0,NA,30.27000000000004
29095015900,2010-07-10,0,NA,30.27000000000004
29095015700,2010-07-10,0,NA,30.27000000000004
29095000600,2010-07-10,0,NA,29.890000000000043
29095000700,2010-07-10,0,NA,29.99000000000001
29095000800,2010-07-10,0,NA,29.630000000000052
29095000900,2010-07-10,0,NA,29.630000000000052
29095015800,2010-07-10,0,NA,36.63000000000005
29095016000,2010-07-10,0,NA,32.31
29095016500,2010-07-10,0,NA,33.49000000000001
29095016100,2010-07-10,0,NA,34.20000000000002
29095016200,2010-07-10,0,NA,36.35000000000002
29095017100,2010-07-10,0,NA,32.79000000000002
29095001900,2010-07-10,0,NA,29.99000000000001
29095002200,2010-07-10,0,NA,30.99000000000001
29095002300,2010-07-10,0,NA,31.870000000000005
29095003400,2010-07-10,0,NA,32.31
29095005700,2010-07-10,0,NA,34.33000000000004
29095005801,2010-07-10,0,NA,34.33000000000004
29095016400,2010-07-10,0,NA,33.49000000000001
29095016600,2010-07-10,0,NA,36.35000000000002
29095016700,2010-07-10,0,NA,30.83000000000004
29095017800,2010-07-10,0,NA,30.83000000000004
29095016800,2010-07-10,0,NA,35.49000000000001
29095016900,2010-07-10,0,NA,33.150000000000034
29095000300,2010-07-11,0,NA,NA
29095001000,2010-07-11,0,NA,NA
29095001100,2010-07-11,0,NA,NA
29095001800,2010-07-11,0,NA,NA
29095003700,2010-07-11,0,NA,NA
29095003800,2010-07-11,0,NA,NA
29095004300,2010-07-11,0,NA,NA
29095004400,2010-07-11,0,NA,NA
29095004600,2010-07-11,0,NA,NA
29095005100,2010-07-11,0,NA,NA
29095005200,2010-07-11,0,NA,NA
29095005300,2010-07-11,0,NA,NA
29095005400,2010-07-11,0,NA,NA
29095005500,2010-07-11,0,NA,NA
29095005601,2010-07-11,0,NA,NA
29095005602,2010-07-11,0,NA,NA
29095006000,2010-07-11,0,NA,NA
29095006100,2010-07-11,0,NA,NA
29095006300,2010-07-11,0,NA,NA
29095006500,2010-07-11,0,NA,NA
29095006600,2010-07-11,0,NA,NA
29095006700,2010-07-11,0,NA,NA
29095006900,2010-07-11,0,NA,NA
29095007100,2010-07-11,0,NA,NA
29095007300,2010-07-11,0,NA,NA
29095015300,2010-07-11,0,NA,NA
29095015200,2010-07-11,0,NA,NA
29095015400,2010-07-11,0,NA,NA
29095015900,2010-07-11,0,NA,NA
29095015700,2010-07-11,0,NA,NA
29095000600,2010-07-11,0,NA,NA
29095000700,2010-07-11,0,NA,NA
29095000800,2010-07-11,0,NA,NA
29095000900,2010-07-11,0,NA,NA
29095015800,2010-07-11,0,NA,NA
29095016000,2010-07-11,0,NA,NA
29095016500,2010-07-11,0,NA,NA
29095016100,2010-07-11,0,NA,NA
29095016200,2010-07-11,0,NA,NA
29095017100,2010-07-11,0,NA,NA
29095001900,2010-07-11,0,NA,NA
29095002200,2010-07-11,0,NA,NA
29095002300,2010-07-11,0,NA,NA
29095003400,2010-07-11,0,NA,NA
29095005700,2010-07-11,0,NA,NA
